# Netscape HTTP Cookie File
# https://curl.haxx.se/docs/http-cookies.html
# This file was generated by libcurl! Edit at your own risk.

.rfihub.com	TRUE	/	TRUE	1648575110	rud	H4sIAAAAAAAAAOMStjAzsDAwMjAxsTQztzC0MLEwtBTiM9SNcM739w53LPYqCDCS4jU0MzSxMLc0NDQwsDQAAMssnuU0AAAA
.rfihub.com	TRUE	/	TRUE	1648575110	eud	H4sIAAAAAAAAAOOSMXR2dA129QtJKvT39cmLdzTNCDZMTyxxc8kKsAjiNTQzNLEwtzQ0NDCwNHjFiMI3BACWkuKAPQAAAA
.rutarget.ru	TRUE	/	TRUE	1630431111	userId	j5VymAmR99Ld
.turn.com	TRUE	/	TRUE	1630431113	uid	8627985362711825597
.spotxchange.com	TRUE	/	TRUE	1646419157	audience	9c62af25-7d0f-11eb-a48c-152b84bd0306
.3lift.com	TRUE	/	TRUE	1622655166	tluid	2093203728955027070
.sitescout.com	TRUE	/	TRUE	1646415159	ssi	16af1cf2-0c8d-4bfc-b762-d17fc9e02b6d#1614879158919
.pubmatic.com	TRUE	/	TRUE	1622655166	KADUSERCOOKIE	B1B245E2-E908-45AE-9B87-313A9A2C9FA1
.m6r.eu	TRUE	/	TRUE	1622655166	cct	1614879159046
.m6r.eu	TRUE	/	TRUE	1622655166	id	ee87a540fd85b59b5e139979718f62ac
.sitescout.com	TRUE	/	TRUE	1617471159	_ssuma	e30
.smartadserver.com	TRUE	/	TRUE	1649093499	pid	1647118119928044696
.bluekai.com	TRUE	/	TRUE	1630569936	bkdc	phx
.bluekai.com	TRUE	/	TRUE	1630569936	bkpa	KJ0BALa0QM9xCoIZU/DGi9KZG0YGgqPRmlJp9iuH1x7HHvGI4xsC1rtkmuEfqUqIlztZJpmaKgSktdgpYuk7ghMPS1R08x06V97c61xITXoOV4gD2ypnNOrcu393wx6konxhsLeRcYUszvCe/pjM0y9tBwoTjaGVBr6ZB3rksCO5RWMOuQ5uiHGUjMrJYWmXAIyL6VZ7gQJPaqDaJMZU2bMVxlBjTDdO3WRs6NwmRHLA/nZlOF3tgoFe+ktKJmHzUTpeLEzrN2/7c9EY885UnyoZnp/b6V/Vg26QMwO/+NR4bf5Lb+ain2DiuNx/rnNBYtLI7xenMCRT49JZlbrlH8q4uPh8zhzqLKnq0w06JTxsCd9szee5WexmO3wJbC60n8U8pxdNJErv3IrVALY4a4PhhcO0Gj8cdixgOX6KqlMTK+iGrACqynye+9+ilysYmoeZzPKC/N42gl7jR53m9ED+oddXnKQKgHDm6JgjmzRlTUgi7y==
.bluekai.com	TRUE	/	TRUE	1630569936	bku	xa9O9B9lxtexWLAX
#HttpOnly_.codeproject.com	TRUE	/	TRUE	2403925200	mguid	6760fc50-56cb-4246-a081-abf245bdaa39
#HttpOnly_.codeproject.com	TRUE	/	TRUE	1646542800	vk	1de5cb1b-5814-4b89-85b4-0e77315e3e4f
.codeproject.com	TRUE	/	FALSE	1678089945	_ga	GA1.2.811008946.1615017946
.codeproject.com	TRUE	/	FALSE	1648713957	__gads=ID=a0367218bfad0b8b:T=1615017957:S	ALNI_MZIf1yFIqrgLjvkf5xyAnTV53RZFA
